,"Chlorophyll a, total",Divinyl chlorophyll a,Chlorophyll b,19-Hexanoyloxyfucoxanthin,19-Butanoyloxyfucoxanthin,Fucoxanthin,Peridinin,Alloxanthin,Zeaxanthin
3141,-2.617295837833746,-9.210340371976182,-9.772459290129724,-3.4420193761824103,-4.710530701645918,-5.521460917862246,-5.298317366548036,-9.721165995742174,-4.710530701645918
3142,-2.5257286443082556,-9.210340371976182,-9.772459290129724,-3.3524072174927233,-4.509860006183766,-4.8283137373023015,-4.961845129926823,-9.721165995742174,-4.605170185988091
3143,-2.0955709236097197,-9.210340371976182,-4.8283137373023015,-3.079113882493042,-4.710530701645918,-3.816712825623821,-5.115995809754082,-9.721165995742174,-4.135166556742356
3144,-1.8140050781753747,-9.210340371976182,-4.268697949366879,-2.7181005369557116,-4.710530701645918,-3.7297014486341915,-4.605170185988091,-9.721165995742174,-4.605170185988091
3145,-1.9589953886039688,-9.210340371976182,-3.912023005428146,-3.2441936328524905,-4.710530701645918,-3.6888794541139363,-5.115995809754082,-9.721165995742174,-3.7297014486341915
3146,-1.5945492999403497,-9.210340371976182,-4.199705077879927,-2.9374633654300153,-4.710530701645918,-2.7806208939370456,-4.8283137373023015,-9.721165995742174,-4.199705077879927
3147,-1.3356012468043725,-9.210340371976182,-4.135166556742356,-2.631089159966082,-4.509860006183766,-2.2730262907525014,-4.605170185988091,-6.907755278982137,-4.268697949366879
3148,-1.820158943749753,-9.210340371976182,-4.017383521085972,-3.2188758248682006,-4.8283137373023015,-3.270169119255751,-4.605170185988091,-6.214608098422191,-3.9633162998156966
3149,-1.5606477482646683,-9.210340371976182,-4.961845129926823,-3.101092789211817,-4.710530701645918,-2.5383074265151158,-4.961845129926823,-5.809142990314028,-4.3428059215206005
3150,-1.5896352851379207,-9.210340371976182,-9.772459290129724,-2.8134107167600364,-4.710530701645918,-2.7488721956224653,-5.298317366548036,-9.721165995742174,-4.605170185988091
3151,-1.7037485919053417,-9.210340371976182,-9.772459290129724,-2.9565115604007097,-4.509860006183766,-2.9759296462578115,-4.961845129926823,-9.721165995742174,-4.710530701645918
3152,-1.3280254529959148,-2.1892564076870427,-3.4112477175156566,-3.3242363405260273,-4.961845129926823,-4.605170185988091,-5.115995809754082,-6.907755278982137,-1.820158943749753
3153,-1.2275826699650698,-2.1037342342488805,-4.017383521085972,-3.3524072174927233,-5.298317366548036,-4.3428059215206005,-5.521460917862246,-5.809142990314028,-1.870802676568508
3154,-1.3943265328171548,-4.074541934925921,-4.422848629194137,-2.333044300478754,-4.017383521085972,-2.7646205525906042,-5.521460917862246,-4.961845129926823,-3.611918412977808
3155,-1.2207799226423173,-9.210340371976182,-5.298317366548036,-2.333044300478754,-3.7722610630529876,-2.419118909249997,-5.521460917862246,-6.907755278982137,-3.9633162998156966
3156,-1.0788096613719298,-9.210340371976182,-3.816712825623821,-2.1892564076870427,-3.6888794541139363,-2.5383074265151158,-5.298317366548036,-6.214608098422191,-3.506557897319982
